location,month,total_cases,new_cases,total_deaths,new_deaths,case_fatality_rate
Luxembourg,09,225144.0,1884.0,3720.0,0.0,0.016522758767721992
Luxembourg,10,351609.0,8625.0,4203.0,28.0,0.011953618934668907
Luxembourg,11,800948.0,17544.0,6941.0,169.0,0.008665980812736907
Luxembourg,12,1297802.0,11737.0,12816.0,174.0,0.009875158152013943
Madagascar,03,271.0,57.0,0.0,0.0,0.0
Madagascar,04,3143.0,71.0,0.0,0.0,0.0
Madagascar,05,10795.0,643.0,39.0,6.0,0.0036127836961556276
Madagascar,06,42217.0,1443.0,356.0,14.0,0.008432621929554445
Madagascar,07,192907.0,8654.0,1707.0,86.0,0.008848823526362444
Madagascar,08,420613.0,3995.0,4977.0,86.0,0.011832729849053644
Madagascar,09,473830.0,1545.0,6432.0,38.0,0.013574488740687589
Madagascar,10,519886.0,703.0,7379.0,14.0,0.014193496266489192
Madagascar,11,517577.0,230.0,7460.0,7.0,0.01441331434743043
Madagascar,12,544372.0,373.0,7994.0,10.0,0.014684811121806411
Malawi,03,0.0,0.0,0.0,0.0,
Malawi,04,528.0,37.0,53.0,3.0,0.10037878787878787
Malawi,05,2747.0,247.0,101.0,1.0,0.03676738259919913
Malawi,06,19374.0,940.0,223.0,10.0,0.011510271497883761
Malawi,07,82400.0,2854.0,1690.0,100.0,0.020509708737864077
Malawi,08,154885.0,1488.0,4808.0,61.0,0.031042386286599735
Malawi,09,170733.0,207.0,5325.0,4.0,0.031189049568624696
Malawi,10,181240.0,157.0,5622.0,5.0,0.031019642463032442
Malawi,11,179342.0,98.0,5542.0,1.0,0.030901852326839223
Malawi,12,191330.0,555.0,5786.0,4.0,0.030240944964197984
Malaysia,01,38.0,8.0,0.0,0.0,0.0
Malaysia,02,529.0,17.0,0.0,0.0,0.0
Malaysia,03,27636.0,2741.0,264.0,43.0,0.009552757273122015
Malaysia,04,145040.0,3236.0,2393.0,59.0,0.016498896856039714
Malaysia,05,214779.0,1817.0,3443.0,13.0,0.016030431280525562
Malaysia,06,252725.0,820.0,3576.0,6.0,0.0141497675338807
Malaysia,07,271966.0,337.0,3792.0,4.0,0.013942919335505174
Malaysia,08,284350.0,364.0,3878.0,2.0,0.013638122032706172
Malaysia,09,302097.0,1884.0,3895.0,9.0,0.012893209796853329
Malaysia,10,621112.0,20324.0,5691.0,113.0,0.009162598693955358
Malaysia,11,1451172.0,34149.0,9343.0,111.0,0.006438244398320805
Malaysia,12,2734703.0,47313.0,13000.0,111.0,0.004753715485740133
Maldives,03,289.0,18.0,0.0,0.0,0.0
Maldives,04,2519.0,450.0,2.0,1.0,0.0007939658594680428
Maldives,05,32674.0,1305.0,108.0,4.0,0.003305380424802595
Maldives,06,62485.0,588.0,235.0,4.0,0.003760902616627991
Maldives,07,90220.0,1432.0,422.0,7.0,0.004677455109731767
Maldives,08,182727.0,4011.0,710.0,12.0,0.0038855779386735402
Maldives,09,278856.0,2487.0,959.0,6.0,0.00343905097971713
Maldives,10,343649.0,1368.0,1105.0,4.0,0.003215490224036735
Maldives,11,369915.0,1352.0,1279.0,8.0,0.0034575510590270737
Maldives,12,415623.0,746.0,1478.0,2.0,0.003556107337659369
Mali,03,106.0,28.0,5.0,2.0,0.04716981132075472
Mali,04,5898.0,462.0,382.0,24.0,0.06476771787046456
Mali,05,26486.0,775.0,1544.0,51.0,0.058294948274560145
Mali,06,53905.0,916.0,3041.0,39.0,0.05641406177534552
Mali,07,75197.0,354.0,3753.0,8.0,0.049908905940396556
Mali,08,81775.0,241.0,3875.0,2.0,0.047386120452461024
Mali,09,88671.0,342.0,3846.0,5.0,0.04337382007646243
Mali,10,104007.0,436.0,4104.0,5.0,0.03945888257521128
Mali,11,120596.0,1156.0,4254.0,20.0,0.03527480181763906
Mali,12,183402.0,2380.0,6461.0,113.0,0.03522862346103096
Malta,02,0.0,0.0,0.0,0.0,
Malta,03,1707.0,169.0,0.0,0.0,0.0
Malta,04,11099.0,296.0,71.0,4.0,0.006396972700243265
Malta,05,16920.0,153.0,181.0,5.0,0.010697399527186761
Malta,06,19477.0,52.0,270.0,0.0,0.013862504492478308
Malta,07,21346.0,154.0,279.0,0.0,0.013070364471095287
Malta,08,41914.0,1059.0,294.0,3.0,0.0070143627427589825
Malta,09,74643.0,1175.0,590.0,23.0,0.007904291092265852
Malta,10,137553.0,2984.0,1426.0,27.0,0.010366913117125762
Malta,11,242409.0,3831.0,2914.0,75.0,0.01202100582074098
Malta,12,352991.0,2901.0,5572.0,82.0,0.015785105002677123
Marshall Islands,10,8.0,2.0,0.0,0.0,0.0
Marshall Islands,11,76.0,2.0,0.0,0.0,0.0
Marshall Islands,12,124.0,0.0,0.0,0.0,0.0
Mauritania,03,46.0,6.0,2.0,1.0,0.043478260869565216
Mauritania,04,204.0,2.0,30.0,0.0,0.14705882352941177
Mauritania,05,4057.0,522.0,182.0,22.0,0.04486073453290609
Mauritania,06,67050.0,3833.0,2572.0,106.0,0.03835943325876212
Mauritania,07,172865.0,1947.0,4560.0,28.0,0.026378966245335957
Mauritania,08,208217.0,738.0,4882.0,2.0,0.02344669263316636
Mauritania,09,219109.0,454.0,4821.0,2.0,0.022002747490974812
Mauritania,10,235602.0,201.0,5044.0,2.0,0.021408986341372314
Mauritania,11,240629.0,898.0,5017.0,14.0,0.0208495235403879
Mauritania,12,357674.0,5763.0,7814.0,170.0,0.021846709573522256
Mauritius,03,841.0,143.0,26.0,5.0,0.030915576694411414
Mauritius,04,8914.0,189.0,255.0,5.0,0.02860668611173435
Mauritius,05,10311.0,3.0,310.0,0.0,0.030064979148482204
Mauritius,06,10136.0,6.0,300.0,0.0,0.029597474348855565
Mauritius,07,10622.0,3.0,310.0,0.0,0.029184710977217098
Mauritius,08,10750.0,12.0,310.0,0.0,0.02883720930232558
Mauritius,09,10896.0,25.0,300.0,0.0,0.02753303964757709
Mauritius,10,12802.0,60.0,310.0,0.0,0.024214966411498205
Mauritius,11,14299.0,63.0,300.0,0.0,0.020980488146024198
Mauritius,12,16106.0,23.0,310.0,0.0,0.019247485409164287
Mexico,01,0.0,0.0,0.0,0.0,
Mexico,02,5.0,4.0,0.0,0.0,0.0
Mexico,03,8124.0,1211.0,136.0,29.0,0.01674052191038897
Mexico,04,229514.0,18009.0,19390.0,1830.0,0.08448286379044416
Mexico,05,1560343.0,71440.0,165485.0,8071.0,0.10605680930410813
Mexico,06,4692440.0,135425.0,562682.0,17839.0,0.11991245492750041
Mexico,07,10107738.0,198548.0,1164238.0,18919.0,0.115182843085169
Mexico,08,16108026.0,174923.0,1749213.0,17726.0,0.10859263574568355
Mexico,09,20309152.0,143656.0,2150492.0,13232.0,0.1058878283051897
Mexico,10,26077771.0,181746.0,2649132.0,14107.0,0.1015858295557546
Mexico,11,30342144.0,188581.0,2962546.0,14187.0,0.09763799156710877
Mexico,12,39586956.0,312551.0,3594393.0,19867.0,0.09079740811594607
Moldova,03,2328.0,353.0,21.0,4.0,0.00902061855670103
Moldova,04,62717.0,3544.0,1591.0,112.0,0.025367922572827144
Moldova,05,183842.0,4354.0,6349.0,179.0,0.03453508991416542
Moldova,06,370715.0,8362.0,12597.0,250.0,0.03398028134820549
Moldova,07,633899.0,8120.0,20699.0,233.0,0.03265346687721545
Moldova,08,948327.0,12187.0,27746.0,217.0,0.02925784038628026
Moldova,09,1336462.0,16122.0,34847.0,325.0,0.026074067201312123
Moldova,10,2024123.0,22998.0,48006.0,465.0,0.02371693815049777
Moldova,11,2719636.0,31324.0,61162.0,519.0,0.02248903897433333
Moldova,12,4002186.0,37454.0,82166.0,681.0,0.02053028020186968
Monaco,02,1.0,1.0,0.0,0.0,0.0
Monaco,03,433.0,51.0,3.0,1.0,0.006928406466512702
Monaco,04,2606.0,43.0,70.0,3.0,0.02686108979278588
Monaco,05,2993.0,4.0,124.0,0.0,0.0414300033411293
Monaco,06,3000.0,4.0,120.0,0.0,0.04
Monaco,07,3437.0,17.0,124.0,0.0,0.03607797497817864
Monaco,08,4408.0,34.0,124.0,0.0,0.028130671506352088
Monaco,09,5389.0,64.0,39.0,-2.0,0.007236964186305437
Monaco,10,8263.0,141.0,62.0,0.0,0.007503328089071766
Monaco,11,15872.0,250.0,74.0,1.0,0.004662298387096774
Monaco,12,22056.0,266.0,93.0,0.0,0.0042165397170837865
Mongolia,03,150.0,12.0,0.0,0.0,0.0
Mongolia,04,784.0,26.0,0.0,0.0,0.0
Mongolia,05,3109.0,141.0,0.0,0.0,0.0
Mongolia,06,6073.0,41.0,0.0,0.0,0.0
Mongolia,07,8047.0,71.0,0.0,0.0,0.0
Mongolia,08,9204.0,13.0,0.0,0.0,0.0
Mongolia,09,9335.0,9.0,0.0,0.0,0.0
Mongolia,10,10071.0,33.0,0.0,0.0,0.0
Mongolia,11,15411.0,455.0,0.0,0.0,0.0
Mongolia,12,30313.0,419.0,3.0,1.0,9.896743971233465e-05
Montenegro,03,702.0,109.0,10.0,2.0,0.014245014245014245
Montenegro,04,8188.0,213.0,122.0,5.0,0.014899853444064484
Montenegro,05,10037.0,2.0,269.0,2.0,0.02680083690345721
Montenegro,06,10921.0,224.0,277.0,3.0,0.025363977657723653
Montenegro,07,54628.0,2525.0,888.0,36.0,0.01625540016108955
Montenegro,08,124250.0,1762.0,2322.0,52.0,0.018688128772635815
Montenegro,09,227189.0,5937.0,3891.0,69.0,0.017126709479772347
Montenegro,10,461498.0,7569.0,7083.0,132.0,0.015347845494455014
Montenegro,11,820589.0,16924.0,11871.0,198.0,0.014466438131634717
Montenegro,12,1312373.0,12982.0,18579.0,183.0,0.014156798410208074
Morocco,02,0.0,0.0,0.0,0.0,
Morocco,03,3758.0,617.0,192.0,36.0,0.05109100585417775
Morocco,04,71867.0,3806.0,3613.0,134.0,0.050273421737375985
Morocco,05,203338.0,3384.0,5918.0,35.0,0.029104250066391918
Morocco,06,284411.0,4726.0,6388.0,23.0,0.02246045335799248
Morocco,07,530553.0,11789.0,8419.0,125.0,0.01586834868523974
Morocco,08,1322632.0,38268.0,21708.0,788.0,0.01641272855941789
Morocco,09,2767280.0,61063.0,50282.0,1053.0,0.018170188777427654
Morocco,10,5233086.0,95431.0,89160.0,1501.0,0.01703774789865865
Morocco,11,8764895.0,137252.0,144814.0,2151.0,0.01652204618537929
Morocco,12,12547642.0,82857.0,208724.0,1542.0,0.01663451985640011
Mozambique,03,56.0,8.0,0.0,0.0,0.0
Mozambique,04,1062.0,68.0,0.0,0.0,0.0
Mozambique,05,4381.0,178.0,11.0,2.0,0.0025108422734535494
Mozambique,06,17887.0,635.0,104.0,4.0,0.0058142785263040194
Mozambique,07,41760.0,975.0,290.0,5.0,0.006944444444444444
Mozambique,08,88562.0,2052.0,569.0,12.0,0.0064248774869582895
Mozambique,09,179950.0,4812.0,1175.0,38.0,0.0065295915532092245
Mozambique,10,332795.0,4141.0,2356.0,31.0,0.007079433284754879
Mozambique,11,432481.0,2832.0,3378.0,39.0,0.007810747755392722
Mozambique,12,532505.0,2941.0,4518.0,35.0,0.008484427376268767
Myanmar,03,55.0,15.0,1.0,1.0,0.01818181818181818
Myanmar,04,2408.0,136.0,110.0,5.0,0.04568106312292359
Myanmar,05,5780.0,73.0,186.0,0.0,0.03217993079584775
Myanmar,06,8018.0,75.0,180.0,0.0,0.022449488650536295
Myanmar,07,10335.0,54.0,186.0,0.0,0.017997097242380262
Myanmar,08,13862.0,529.0,186.0,0.0,0.013417977203866687
Myanmar,09,150402.0,12491.0,2523.0,304.0,0.01677504288506802
Myanmar,10,1037537.0,39333.0,24729.0,927.0,0.023834330727482488
Myanmar,11,2128623.0,38007.0,47792.0,704.0,0.022452073476609057
Myanmar,12,3427806.0,33917.0,72559.0,741.0,0.02116776737073218
Namibia,03,97.0,11.0,0.0,0.0,0.0
Namibia,04,472.0,5.0,0.0,0.0,0.0
Namibia,05,554.0,8.0,0.0,0.0,0.0
Namibia,06,1843.0,181.0,0.0,0.0,0.0
Namibia,07,33954.0,1924.0,109.0,10.0,0.0032102255993402837
Namibia,08,137480.0,5421.0,1118.0,65.0,0.008132091940645913
Namibia,09,293487.0,3715.0,3123.0,46.0,0.010641016467509635
Namibia,10,377670.0,1670.0,4015.0,12.0,0.01063097413085498
Namibia,11,407143.0,1445.0,4192.0,18.0,0.010296136738197636
Namibia,12,559188.0,9561.0,5264.0,54.0,0.009413649792198688
Nepal,01,7.0,1.0,0.0,0.0,0.0
Nepal,02,29.0,0.0,0.0,0.0,0.0
Nepal,03,56.0,4.0,0.0,0.0,0.0
Nepal,04,792.0,52.0,0.0,0.0,0.0
Nepal,05,13506.0,1515.0,58.0,8.0,0.00429438767954983
Nepal,06,210352.0,11992.0,569.0,21.0,0.0027049897314976802
Nepal,07,535535.0,6207.0,1239.0,27.0,0.0023135742761910987
Nepal,08,863563.0,19689.0,3653.0,172.0,0.004230148813693963
Nepal,09,1747272.0,38357.0,11138.0,270.0,0.006374508376486317
Nepal,10,3896377.0,92926.0,22114.0,439.0,0.005675528831014042
Nepal,11,6233158.0,62709.0,36885.0,571.0,0.005917546129907183
Nepal,12,7741083.0,27141.0,53289.0,348.0,0.006883920505696683
Netherlands,02,8.0,6.0,0.0,0.0,0.0
Netherlands,03,102010.0,12661.0,5837.0,1040.0,0.05721988040388197
Netherlands,04,847556.0,26845.0,94860.0,3771.0,0.11192180811651384
Netherlands,05,1357150.0,7133.0,173232.0,1164.0,0.1276439597686328
Netherlands,06,1467908.0,3838.0,182259.0,157.0,0.12416241344825425
Netherlands,07,1610265.0,4107.0,190807.0,34.0,0.11849416089898246
Netherlands,08,1986507.0,18642.0,192261.0,86.0,0.09678344954233738
Netherlands,09,2803172.0,52756.0,189698.0,205.0,0.06767262230073645
Netherlands,10,7024864.0,231652.0,211846.0,1002.0,0.030156598049442665
Netherlands,11,13649806.0,174290.0,256715.0,1994.0,0.018807227003812363
Netherlands,12,20507503.0,276452.0,322195.0,2072.0,0.015711079013373788
New Zealand,02,2.0,1.0,0.0,0.0,0.0
New Zealand,03,3637.0,646.0,3.0,1.0,0.0008248556502612042
New Zealand,04,38859.0,832.0,272.0,18.0,0.00699966545716565
New Zealand,05,46429.0,25.0,652.0,3.0,0.014042947295871116
New Zealand,06,45317.0,24.0,660.0,0.0,0.014564070878478275
New Zealand,07,47976.0,34.0,682.0,0.0,0.014215441053860264
New Zealand,08,50692.0,190.0,682.0,0.0,0.013453799416081432
New Zealand,09,54113.0,96.0,730.0,3.0,0.013490288840019958
New Zealand,10,58768.0,111.0,775.0,0.0,0.01318744895181051
New Zealand,11,60239.0,100.0,750.0,0.0,0.012450405883231793
New Zealand,12,65370.0,103.0,775.0,0.0,0.01185559124980878
Nicaragua,03,33.0,5.0,5.0,1.0,0.15151515151515152
Nicaragua,04,269.0,9.0,51.0,2.0,0.1895910780669145
Nicaragua,05,6802.0,745.0,436.0,32.0,0.06409879447221406
Nicaragua,06,49303.0,1760.0,1791.0,48.0,0.03632638987485549
Nicaragua,07,95826.0,1153.0,3048.0,33.0,0.03180765136810469
Nicaragua,08,128770.0,822.0,3995.0,21.0,0.031024306903781936
Nicaragua,09,146980.0,676.0,4369.0,14.0,0.029725132671111716
Nicaragua,10,165777.0,344.0,4767.0,5.0,0.02875549684214336
Nicaragua,11,170201.0,270.0,4748.0,4.0,0.027896428340609045
Nicaragua,12,183612.0,262.0,5043.0,5.0,0.027465525129076532
Niger,03,119.0,27.0,11.0,3.0,0.09243697478991597
Niger,04,15083.0,692.0,511.0,29.0,0.033879201750314926
Niger,05,26985.0,239.0,1596.0,32.0,0.05914396887159533
Niger,06,30260.0,117.0,1982.0,3.0,0.06549900859220092
Niger,07,34308.0,59.0,2124.0,2.0,0.06190975865687303
Niger,08,36069.0,42.0,2139.0,0.0,0.05930300257839142
Niger,09,35530.0,21.0,2070.0,0.0,0.05826062482409232
Niger,10,37451.0,23.0,2139.0,0.0,0.05711462978291634
Niger,11,39812.0,328.0,2089.0,3.0,0.05247161659801065
Niger,12,75726.0,1775.0,2645.0,32.0,0.034928558223067376
Nigeria,02,2.0,1.0,0.0,0.0,0.0
Nigeria,03,843.0,134.0,11.0,2.0,0.013048635824436536
Nigeria,04,19506.0,1797.0,574.0,56.0,0.029426843022659695
Nigeria,05,180866.0,8230.0,5475.0,229.0,0.030271029380867603
Nigeria,06,521195.0,15532.0,13324.0,303.0,0.025564328130546148
Nigeria,07,1081480.0,17457.0,23530.0,289.0,0.021757221585235048
Nigeria,08,1523808.0,10857.0,30017.0,134.0,0.01969867594867595
Nigeria,09,1697188.0,4840.0,32466.0,99.0,0.01912928915358817
Nigeria,10,1889825.0,4005.0,34800.0,32.0,0.0184144034500549
Nigeria,11,1957643.0,4704.0,34864.0,29.0,0.017809171539448203
Nigeria,12,2359755.0,20050.0,37619.0,116.0,0.01594190922362703
North America,01,53.0,11.0,0.0,0.0,0.0
North America,02,641.0,37.0,1.0,1.0,0.0015600624024961
North America,03,1200964.0,205272.0,27368.0,5653.0,0.022788360017452648
North America,04,21432919.0,967785.0,1155811.0,67315.0,0.05392690561654248
North America,05,50466776.0,858792.0,3199398.0,54104.0,0.0633961242144733
North America,06,75168631.0,1068068.0,4456903.0,40220.0,0.059292060274451455
North America,07,131149226.0,2287198.0,5921109.0,49377.0,0.045147876053801494
North America,08,197153845.0,1784603.0,7564004.0,50727.0,0.038365997883531004
North America,09,238143690.0,1503305.0,8657909.0,39401.0,0.036355819463450824
North America,10,302151970.0,2308657.0,10173745.0,41608.0,0.033670953725702994
North America,11,400660456.0,4954909.0,11268661.0,57203.0,0.02812521383442942
North America,12,609550497.0,7131155.0,14251562.0,107123.0,0.023380445213548894
North Macedonia,02,4.0,1.0,0.0,0.0,0.0
North Macedonia,03,2469.0,328.0,40.0,9.0,0.016200891049007696
North Macedonia,04,29086.0,1136.0,1283.0,68.0,0.044110568658461115
North Macedonia,05,55465.0,761.0,3164.0,56.0,0.05704498332281619
North Macedonia,06,127852.0,4108.0,6176.0,169.0,0.04830585364327504
North Macedonia,07,267796.0,4420.0,12485.0,184.0,0.046621308757412355
North Macedonia,08,393574.0,3587.0,16907.0,117.0,0.042957614070035115
North Macedonia,09,484487.0,3636.0,20038.0,136.0,0.04135921087665923
North Macedonia,10,721228.0,13595.0,26064.0,255.0,0.03613836401248981
North Macedonia,11,1422228.0,30306.0,40405.0,769.0,0.028409650210796018
North Macedonia,12,2316938.0,21451.0,67591.0,740.0,0.029172554466282655
Norway,02,23.0,15.0,0.0,0.0,0.0
Norway,03,51448.0,4626.0,234.0,39.0,0.0045482817602239154
Norway,04,200308.0,3097.0,4258.0,171.0,0.021257263813726862
Norway,05,253969.0,702.0,7048.0,26.0,0.027751418480208213
Norway,06,259993.0,439.0,7290.0,14.0,0.02803921644044263
Norway,07,279850.0,361.0,7854.0,5.0,0.028065034840092908
Norway,08,309769.0,1542.0,8063.0,9.0,0.026029073277183967
Norway,09,373709.0,3245.0,8001.0,10.0,0.02140970648285163
Norway,10,512670.0,6304.0,8601.0,8.0,0.016776874012522675
Norway,11,868805.0,15819.0,8983.0,50.0,0.01033948929851923
Norway,12,1318834.0,13417.0,12179.0,104.0,0.009234672445508685
Oceania,01,38.0,9.0,0.0,0.0,0.0
Oceania,02,433.0,17.0,0.0,0.0,0.0
Oceania,03,39375.0,5186.0,193.0,19.0,0.004901587301587302
Oceania,04,227668.0,3059.0,2089.0,93.0,0.00917564172391377
Oceania,05,264860.0,461.0,3723.0,13.0,0.014056482670089859
Oceania,06,268729.0,745.0,3735.0,1.0,0.013898760461282557
Oceania,07,411247.0,9464.0,4684.0,100.0,0.011389748739808437
Oceania,08,771820.0,9117.0,13828.0,460.0,0.01791609442616154
Oceania,09,871260.0,1452.0,25444.0,236.0,0.02920368202373574
Oceania,10,925846.0,677.0,29003.0,19.0,0.03132594405549087
Oceania,11,912716.0,506.0,28232.0,1.0,0.030931856130494043
Oceania,12,962221.0,747.0,29239.0,3.0,0.03038699009894816
Oman,02,22.0,6.0,0.0,0.0,0.0
Oman,03,1700.0,186.0,1.0,1.0,0.000588235294117647
Oman,04,32202.0,2156.0,164.0,10.0,0.005092851375690951
Oman,05,169194.0,9089.0,774.0,38.0,0.004574630306039221
Oman,06,752585.0,28633.0,3322.0,127.0,0.004414119335357468
Oman,07,1918861.0,39089.0,9199.0,245.0,0.004793989767888346
Oman,08,2564645.0,6563.0,17484.0,264.0,0.0068173177964201675
Oman,09,2740993.0,12863.0,24157.0,250.0,0.008813229366145772
Oman,10,3346098.0,15849.0,33509.0,273.0,0.010014351044111679
Oman,11,3601350.0,9265.0,40180.0,215.0,0.01115692726338734
Oman,12,3926319.0,5168.0,45626.0,76.0,0.011620553500619791
Pakistan,02,14.0,4.0,0.0,0.0,0.0
Pakistan,03,17691.0,2114.0,154.0,27.0,0.008704991238482845
Pakistan,04,246405.0,15996.0,4893.0,390.0,0.019857551591891398
Pakistan,05,1316336.0,54346.0,28177.0,1126.0,0.021405628957956023
Pakistan,06,4450339.0,141010.0,88853.0,2852.0,0.019965445328996287
Pakistan,07,7910429.0,64835.0,166284.0,1556.0,0.02102085740229765
Pakistan,08,8934372.0,17544.0,190801.0,343.0,0.021355837880938918
Pakistan,09,9118734.0,16957.0,191953.0,190.0,0.021050400198097674
Pakistan,10,10005964.0,21164.0,205956.0,339.0,0.020583324105503478
Pakistan,11,10891173.0,66512.0,220356.0,1268.0,0.020232531427055653
Pakistan,12,13839663.0,81696.0,282857.0,2085.0,0.02043814217152542
Palestine,03,1355.0,119.0,6.0,1.0,0.004428044280442804
Palestine,04,8597.0,225.0,51.0,1.0,0.005932301965802024
Palestine,05,12240.0,104.0,71.0,1.0,0.005800653594771242
Palestine,06,25938.0,1980.0,99.0,5.0,0.003816793893129771
Palestine,07,230938.0,9409.0,1465.0,74.0,0.0063436939784704115
Palestine,08,519581.0,10892.0,3524.0,70.0,0.006782388116578551
Palestine,09,965368.0,17170.0,6972.0,159.0,0.007222116332838876
Palestine,10,1445125.0,13621.0,12450.0,172.0,0.008615171697950005
Palestine,11,1983791.0,32127.0,17527.0,249.0,0.008835104101188079
Palestine,12,3560267.0,52357.0,32756.0,668.0,0.009200433562988395
Panama,03,7317.0,1181.0,136.0,30.0,0.01858685253519202
Panama,04,112687.0,5351.0,3087.0,158.0,0.027394464312653632
Panama,05,296760.0,6931.0,8266.0,148.0,0.02785415824235072
Panama,06,671302.0,20087.0,14003.0,295.0,0.02085946414579429
Panama,07,1544999.0,31706.0,31805.0,790.0,0.020585773841924816
Panama,08,2495408.0,27726.0,54469.0,581.0,0.021827693106698385
Panama,09,3095304.0,19613.0,65935.0,370.0,0.021301623362357944
Panama,10,3823490.0,21003.0,78854.0,328.0,0.020623566427530868
Panama,11,4442214.0,32208.0,86505.0,379.0,0.019473397724648116
Panama,12,6281785.0,80984.0,108008.0,943.0,0.01719383901231895
Papua New Guinea,03,12.0,1.0,0.0,0.0,0.0
Papua New Guinea,04,139.0,7.0,0.0,0.0,0.0
Papua New Guinea,05,248.0,0.0,0.0,0.0,0.0
Papua New Guinea,06,261.0,3.0,0.0,0.0,0.0
Papua New Guinea,07,786.0,61.0,5.0,2.0,0.006361323155216285
Papua New Guinea,08,9181.0,387.0,104.0,3.0,0.011327742076026577
Papua New Guinea,09,15304.0,75.0,179.0,2.0,0.011696288552012546
Papua New Guinea,10,17613.0,55.0,217.0,0.0,0.012320445125759383
Papua New Guinea,11,18326.0,67.0,210.0,0.0,0.01145912910618793
Papua New Guinea,12,22656.0,124.0,249.0,2.0,0.010990466101694915
Paraguay,03,546.0,65.0,26.0,3.0,0.047619047619047616
Paraguay,04,5046.0,201.0,204.0,7.0,0.04042806183115339
Paraguay,05,22319.0,720.0,329.0,1.0,0.01474080379945338
Paraguay,06,41461.0,1235.0,372.0,6.0,0.008972287209666916
Paraguay,07,107086.0,3117.0,919.0,32.0,0.008581887454942757
Paraguay,08,322154.0,12324.0,4682.0,277.0,0.01453342190380998
Paraguay,09,895368.0,23096.0,17590.0,531.0,0.019645553560100427
Paraguay,10,1643914.0,22427.0,35752.0,547.0,0.02174809631160754
Paraguay,11,2172533.0,19239.0,47568.0,352.0,0.021895179497848825
Paraguay,12,2979709.0,25508.0,62415.0,506.0,0.02094667633651474
Peru,03,7702.0,1065.0,142.0,30.0,0.018436769670215528
Peru,04,410944.0,35911.0,11056.0,1021.0,0.026903909048434822
Peru,05,2852556.0,127500.0,81546.0,3455.0,0.028586993559460358
Peru,06,6934846.0,120737.0,210384.0,5171.0,0.030337227387601685
Peru,07,10661731.0,122279.0,424250.0,9344.0,0.03979184993506214
Peru,08,16405207.0,239674.0,758983.0,9767.0,0.04626476215752718
Peru,09,22054476.0,164602.0,923911.0,3608.0,0.041892221787541
Peru,10,26653391.0,88412.0,1039335.0,2015.0,0.038994475412153
Peru,11,28025436.0,62350.0,1056154.0,1512.0,0.03768555108295193
Peru,12,30624534.0,52607.0,1140356.0,1757.0,0.03723668089120964
Philippines,01,2.0,1.0,0.0,0.0,0.0
Philippines,02,80.0,2.0,28.0,1.0,0.35
Philippines,03,11453.0,2081.0,669.0,87.0,0.05841264297563957
Philippines,04,163684.0,6404.0,10091.0,480.0,0.061649275433151685
Philippines,05,386438.0,9598.0,24374.0,389.0,0.0630735072637784
Philippines,06,813411.0,19428.0,33051.0,309.0,0.04063259533003611
Philippines,07,1949430.0,55840.0,50594.0,757.0,0.025953227353636706
Philippines,08,4980560.0,127465.0,82571.0,1535.0,0.016578657821610422
Philippines,09,8070661.0,90875.0,136916.0,1946.0,0.01696465754168091
Philippines,10,10848463.0,69035.0,200958.0,1717.0,0.018524098759427947
Philippines,11,12238336.0,50901.0,235252.0,1171.0,0.019222547901936997
Philippines,12,14069315.0,42434.0,273745.0,852.0,0.019456881873779926
Poland,03,16224.0,2311.0,213.0,33.0,0.01312869822485207
Poland,04,235230.0,10566.0,9321.0,611.0,0.03962504782553246
Poland,05,568704.0,10909.0,27459.0,420.0,0.04828346556380824
Poland,06,890824.0,10607.0,38238.0,399.0,0.04292430379064776
Poland,07,1223582.0,11295.0,49588.0,253.0,0.0405269119683029
Poland,08,1758274.0,21684.0,58280.0,323.0,0.03314614218261772
Poland,09,2314353.0,24142.0,67449.0,474.0,0.029143782301144207
Poland,10,5617354.0,271217.0,111723.0,3118.0,0.019888901429391845
Poland,11,21289192.0,628080.0,328283.0,11519.0,0.015420171888158085
Poland,12,35868875.0,304067.0,731780.0,11404.0,0.020401531968872736
Portugal,02,0.0,0.0,0.0,0.0,
Portugal,03,46919.0,7443.0,792.0,160.0,0.016880155161022186
Portugal,04,533042.0,17602.0,18022.0,829.0,0.033809718558762726
Portugal,05,891512.0,7455.0,37567.0,421.0,0.04213852421504141
Portugal,06,1120468.0,9641.0,45356.0,166.0,0.040479513917398804
Portugal,07,1466385.0,8931.0,51775.0,159.0,0.0353079170886227
Portugal,08,1681411.0,6940.0,55081.0,87.0,0.0327587960349968
Portugal,09,1979547.0,17530.0,56608.0,149.0,0.028596441509092737
Portugal,10,3100387.0,65737.0,67536.0,536.0,0.021783087079129154
Portugal,11,6631134.0,156782.0,103714.0,1998.0,0.015640462098941148
Portugal,12,11078455.0,115617.0,178905.0,2401.0,0.016148912461169
Qatar,02,1.0,1.0,0.0,0.0,0.0
Qatar,03,10292.0,780.0,5.0,2.0,0.0004858142246404975
Qatar,04,156835.0,12628.0,215.0,8.0,0.0013708674721841425
Qatar,05,1004693.0,43501.0,576.0,28.0,0.0005733094587102727
Qatar,06,2393921.0,39178.0,2366.0,75.0,0.0009883367078529326
Qatar,07,3253053.0,14607.0,4642.0,61.0,0.0014269672212533888
Qatar,08,3564216.0,8083.0,5852.0,23.0,0.0016418758010176711
Qatar,09,3670670.0,6982.0,6226.0,17.0,0.0016961481146493692
